  oid  |    table_schema    |            table_name            | row_estimate | total_bytes | index_bytes | toast_bytes | table_bytes |   total    |   index    |   toast    |   table    
 34626 | lite               | observations_1963_land_3         |   1.9779e+07 |  6104408064 |  1872322560 |        8192 |  4232077312 | 5822 MB    | 1786 MB    | 8192 bytes | 4036 MB
 35638 | lite               | observations_1986_land_3         |  1.97814e+07 |  6111141888 |  1872543744 |        8192 |  4238589952 | 5828 MB    | 1786 MB    | 8192 bytes | 4042 MB
 35374 | lite               | observations_1980_land_3         |  1.97854e+07 |  6111453184 |  1872920576 |        8192 |  4238524416 | 5828 MB    | 1786 MB    | 8192 bytes | 4042 MB
 35682 | lite               | observations_1987_land_3         |  1.97939e+07 |  6115106816 |  1873723392 |        8192 |  4241375232 | 5832 MB    | 1787 MB    | 8192 bytes | 4045 MB
 35462 | lite               | observations_1982_land_3         |  1.98393e+07 |  6128214016 |  1878007808 |        8192 |  4250198016 | 5844 MB    | 1791 MB    | 8192 bytes | 4053 MB
 35990 | lite               | observations_1994_land_3         |   1.9845e+07 |  6134095872 |  1878556672 |        8192 |  4255531008 | 5850 MB    | 1792 MB    | 8192 bytes | 4058 MB
 36034 | lite               | observations_1995_land_3         |  1.98456e+07 |  6135341056 |  1878597632 |        8192 |  4256735232 | 5851 MB    | 1792 MB    | 8192 bytes | 4060 MB
 34472 | lite               | observations_1960_land_0         |  1.90393e+07 |  6138486784 |  1979662336 |        8192 |  4158816256 | 5854 MB    | 1888 MB    | 8192 bytes | 3966 MB
 36210 | lite               | observations_1999_land_3         |  1.98642e+07 |  6139994112 |  1880375296 |        8192 |  4259610624 | 5856 MB    | 1793 MB    | 8192 bytes | 4062 MB
 35198 | lite               | observations_1976_land_3         |  1.98804e+07 |  6140198912 |  1881923584 |        8192 |  4258267136 | 5856 MB    | 1795 MB    | 8192 bytes | 4061 MB
 36078 | lite               | observations_1996_land_3         |  1.98703e+07 |  6143107072 |  1880956928 |        8192 |  4262141952 | 5859 MB    | 1794 MB    | 8192 bytes | 4065 MB
 36254 | lite               | observations_2000_land_3         |  1.98808e+07 |  6146080768 |  1881956352 |        8192 |  4264116224 | 5861 MB    | 1795 MB    | 8192 bytes | 4067 MB
 36298 | lite               | observations_2001_land_3         |  1.99155e+07 |  6155608064 |  1885224960 |        8192 |  4270374912 | 5870 MB    | 1798 MB    | 8192 bytes | 4073 MB
 35946 | lite               | observations_1993_land_3         |  1.99342e+07 |  6161448960 |  1886986240 |        8192 |  4274454528 | 5876 MB    | 1800 MB    | 8192 bytes | 4076 MB
 35550 | lite               | observations_1984_land_3         |  1.99656e+07 |  6166134784 |  1889976320 |        8192 |  4276150272 | 5880 MB    | 1802 MB    | 8192 bytes | 4078 MB
 35506 | lite               | observations_1983_land_3         |  1.99844e+07 |  6171615232 |  1891762176 |        8192 |  4279844864 | 5886 MB    | 1804 MB    | 8192 bytes | 4082 MB
 35726 | lite               | observations_1988_land_3         |  2.00438e+07 |  6192521216 |  1897373696 |        8192 |  4295139328 | 5906 MB    | 1809 MB    | 8192 bytes | 4096 MB
 34714 | lite               | observations_1965_land_3         |  2.01262e+07 |  6213181440 |  1905172480 |        8192 |  4308000768 | 5925 MB    | 1817 MB    | 8192 bytes | 4108 MB
 36342 | lite               | observations_2002_land_3         |  2.01318e+07 |  6220808192 |  1905704960 |        8192 |  4315095040 | 5933 MB    | 1817 MB    | 8192 bytes | 4115 MB
 35154 | lite               | observations_1975_land_3         |  2.01387e+07 |  6221234176 |  1906352128 |        8192 |  4314873856 | 5933 MB    | 1818 MB    | 8192 bytes | 4115 MB
 35022 | lite               | observations_1972_land_3         |  2.01689e+07 |  6229180416 |  1909227520 |        8192 |  4319944704 | 5941 MB    | 1821 MB    | 8192 bytes | 4120 MB
 34978 | lite               | observations_1971_land_3         |  2.01755e+07 |  6231220224 |  1909858304 |        8192 |  4321353728 | 5943 MB    | 1821 MB    | 8192 bytes | 4121 MB
 35066 | lite               | observations_1973_land_3         |  2.02146e+07 |  6242549760 |  1913544704 |        8192 |  4328996864 | 5953 MB    | 1825 MB    | 8192 bytes | 4128 MB
 34846 | lite               | observations_1968_land_3         |  2.02588e+07 |  6255099904 |  1917714432 |        8192 |  4337377280 | 5965 MB    | 1829 MB    | 8192 bytes | 4136 MB
 35418 | lite               | observations_1981_land_3         |  2.03046e+07 |  6270410752 |  1922080768 |        8192 |  4348321792 | 5980 MB    | 1833 MB    | 8192 bytes | 4147 MB
 35902 | lite               | observations_1992_land_3         |  2.03067e+07 |  6274555904 |  1922260992 |        8192 |  4352286720 | 5984 MB    | 1833 MB    | 8192 bytes | 4151 MB
 34890 | lite               | observations_1969_land_3         |  2.03244e+07 |  6276022272 |  1923948544 |        8192 |  4352065536 | 5985 MB    | 1835 MB    | 8192 bytes | 4150 MB
 34758 | lite               | observations_1966_land_3         |   2.0331e+07 |  6277160960 |  1924571136 |        8192 |  4352581632 | 5986 MB    | 1835 MB    | 8192 bytes | 4151 MB
 34934 | lite               | observations_1970_land_3         |   2.0329e+07 |  6278070272 |  1924366336 |        8192 |  4353695744 | 5987 MB    | 1835 MB    | 8192 bytes | 4152 MB
 35770 | lite               | observations_1989_land_3         |    2.032e+07 |  6278496256 |  1923506176 |        8192 |  4354981888 | 5988 MB    | 1834 MB    | 8192 bytes | 4153 MB
 35814 | lite               | observations_1990_land_3         |  2.03379e+07 |  6284959744 |  1925218304 |        8192 |  4359733248 | 5994 MB    | 1836 MB    | 8192 bytes | 4158 MB
 35858 | lite               | observations_1991_land_3         |  2.03541e+07 |  6288875520 |  1926742016 |        8192 |  4362125312 | 5998 MB    | 1837 MB    | 8192 bytes | 4160 MB
 35110 | lite               | observations_1974_land_3         |  2.04184e+07 |  6305759232 |  1932828672 |        8192 |  4372922368 | 6014 MB    | 1843 MB    | 8192 bytes | 4170 MB
 36386 | lite               | observations_2003_land_3         |  2.04212e+07 |  6309691392 |  1933099008 |        8192 |  4376584192 | 6017 MB    | 1844 MB    | 8192 bytes | 4174 MB
 34802 | lite               | observations_1967_land_3         |  2.04477e+07 |  6312230912 |  1935589376 |        8192 |  4376633344 | 6020 MB    | 1846 MB    | 8192 bytes | 4174 MB
 36430 | lite               | observations_2004_land_3         |  2.07777e+07 |  6418284544 |  1966841856 |        8192 |  4451434496 | 6121 MB    | 1876 MB    | 8192 bytes | 4245 MB
 36474 | lite               | observations_2005_land_3         |  2.07874e+07 |  6423035904 |  1967759360 |        8192 |  4455268352 | 6125 MB    | 1877 MB    | 8192 bytes | 4249 MB
 36518 | lite               | observations_2006_land_3         |   2.1201e+07 |  6551248896 |  2006908928 |        8192 |  4544331776 | 6248 MB    | 1914 MB    | 8192 bytes | 4334 MB
 36562 | lite               | observations_2007_land_3         |  2.18655e+07 |  6759137280 |  2069815296 |        8192 |  4689313792 | 6446 MB    | 1974 MB    | 8192 bytes | 4472 MB
 36606 | lite               | observations_2008_land_3         |  2.35405e+07 |  7280410624 |  2228371456 |        8192 |  5052030976 | 6943 MB    | 2125 MB    | 8192 bytes | 4818 MB
 36650 | lite               | observations_2009_land_3         |  2.39706e+07 |  7414267904 |  2269077504 |        8192 |  5145182208 | 7071 MB    | 2164 MB    | 8192 bytes | 4907 MB
 36694 | lite               | observations_2010_land_3         |  2.47541e+07 |  7655792640 |  2343165952 |        8192 |  5312618496 | 7301 MB    | 2235 MB    | 8192 bytes | 5067 MB
 36661 | lite               | observations_2009_marine_0       |  2.09383e+07 |  9786974208 |  1791025152 |        8192 |  7995940864 | 9334 MB    | 1708 MB    | 8192 bytes | 7626 MB
 36705 | lite               | observations_2010_marine_0       |  2.41176e+07 | 11435532288 |  2588041216 |        8192 |  8847482880 | 11 GB      | 2468 MB    | 8192 bytes | 8438 MB
 35440 | lite               | observations_1982_land_0         |  3.68521e+07 | 11872722944 |  3831750656 |        8192 |  8040964096 | 11 GB      | 3654 MB    | 8192 bytes | 7668 MB
 35044 | lite               | observations_1973_land_0         |  3.79341e+07 | 12223242240 |  3944243200 |        8192 |  8278990848 | 11 GB      | 3762 MB    | 8192 bytes | 7895 MB
 35484 | lite               | observations_1983_land_0         |  3.82283e+07 | 12316884992 |  3974840320 |        8192 |  8342036480 | 11 GB      | 3791 MB    | 8192 bytes | 7956 MB
 35088 | lite               | observations_1974_land_0         |  3.85398e+07 | 12418826240 |  4007223296 |        8192 |  8411594752 | 12 GB      | 3822 MB    | 8192 bytes | 8022 MB
 36936 | lite               | observations_2016_land_0         |  3.38568e+07 | 12814794752 |  5338161152 |        8192 |  7476625408 | 12 GB      | 5091 MB    | 8192 bytes | 7130 MB
 35132 | lite               | observations_1975_land_0         |  3.98139e+07 | 12830121984 |  4139728896 |        8192 |  8690384896 | 12 GB      | 3948 MB    | 8192 bytes | 8288 MB
 35528 | lite               | observations_1984_land_0         |  3.99687e+07 | 12879462400 |  4155793408 |        8192 |  8723660800 | 12 GB      | 3963 MB    | 8192 bytes | 8320 MB
 35352 | lite               | observations_1980_land_0         |  4.00646e+07 | 12906831872 |  4165779456 |        8192 |  8741044224 | 12 GB      | 3973 MB    | 8192 bytes | 8336 MB
 35176 | lite               | observations_1976_land_0         |  4.01213e+07 | 12928245760 |  4171669504 |        8192 |  8756568064 | 12 GB      | 3978 MB    | 8192 bytes | 8351 MB
 35220 | lite               | observations_1977_land_0         |  4.05048e+07 | 13051928576 |  4211531776 |        8192 |  8840388608 | 12 GB      | 4016 MB    | 8192 bytes | 8431 MB
 35396 | lite               | observations_1981_land_0         |  4.06543e+07 | 13101383680 |  4227096576 |        8192 |  8874278912 | 12 GB      | 4031 MB    | 8192 bytes | 8463 MB
 35308 | lite               | observations_1979_land_0         |  4.08556e+07 | 13162807296 |  4248027136 |        8192 |  8914771968 | 12 GB      | 4051 MB    | 8192 bytes | 8502 MB
 35572 | lite               | observations_1985_land_0         |  4.08658e+07 | 13165625344 |  4249092096 |        8192 |  8916525056 | 12 GB      | 4052 MB    | 8192 bytes | 8503 MB
 35264 | lite               | observations_1978_land_0         |  4.15937e+07 | 13400702976 |  4324753408 |        8192 |  9075941376 | 12 GB      | 4124 MB    | 8192 bytes | 8655 MB
 35616 | lite               | observations_1986_land_0         |  4.16433e+07 | 13417881600 |  4329922560 |        8192 |  9087950848 | 12 GB      | 4129 MB    | 8192 bytes | 8667 MB
 36144 | lite               | observations_1998_land_0         |   4.1659e+07 | 13432266752 |  4331552768 |        8192 |  9100705792 | 13 GB      | 4131 MB    | 8192 bytes | 8679 MB
 35660 | lite               | observations_1987_land_0         |  4.21515e+07 | 13577150464 |  4382769152 |        8192 |  9194373120 | 13 GB      | 4180 MB    | 8192 bytes | 8768 MB
 36188 | lite               | observations_1999_land_0         |  4.28497e+07 | 13811671040 |  4455358464 |        8192 |  9356304384 | 13 GB      | 4249 MB    | 8192 bytes | 8923 MB
 35748 | lite               | observations_1989_land_0         |  4.30434e+07 | 13866024960 |  4475494400 |        8192 |  9390522368 | 13 GB      | 4268 MB    | 8192 bytes | 8956 MB
 35924 | lite               | observations_1993_land_0         |  4.33565e+07 | 13987151872 |  4508057600 |        8192 |  9479086080 | 13 GB      | 4299 MB    | 8192 bytes | 9040 MB
 36100 | lite               | observations_1997_land_0         |  4.34485e+07 | 14008754176 |  4517601280 |        8192 |  9491144704 | 13 GB      | 4308 MB    | 8192 bytes | 9051 MB
 35704 | lite               | observations_1988_land_0         |  4.39516e+07 | 14157234176 |  4569915392 |        8192 |  9587310592 | 13 GB      | 4358 MB    | 8192 bytes | 9143 MB
 36056 | lite               | observations_1996_land_0         |  4.41619e+07 | 14248386560 |  4591771648 |        8192 |  9656606720 | 13 GB      | 4379 MB    | 8192 bytes | 9209 MB
 35880 | lite               | observations_1992_land_0         |  4.41893e+07 | 14253998080 |  4594638848 |        8192 |  9659351040 | 13 GB      | 4382 MB    | 8192 bytes | 9212 MB
 36012 | lite               | observations_1995_land_0         |  4.43517e+07 | 14312505344 |  4611514368 |        8192 |  9700982784 | 13 GB      | 4398 MB    | 8192 bytes | 9252 MB
 36232 | lite               | observations_2000_land_0         |  4.46448e+07 | 14398332928 |  4642004992 |        8192 |  9756319744 | 13 GB      | 4427 MB    | 8192 bytes | 9304 MB
 35836 | lite               | observations_1991_land_0         |  4.47324e+07 | 14428504064 |  4651106304 |        8192 |  9777389568 | 13 GB      | 4436 MB    | 8192 bytes | 9324 MB
 35968 | lite               | observations_1994_land_0         |  4.50297e+07 | 14529085440 |  4682006528 |        8192 |  9847070720 | 14 GB      | 4465 MB    | 8192 bytes | 9391 MB
 35792 | lite               | observations_1990_land_0         |  4.54468e+07 | 14646730752 |  4725383168 |        8192 |  9921339392 | 14 GB      | 4506 MB    | 8192 bytes | 9462 MB
 36276 | lite               | observations_2001_land_0         |  4.68025e+07 | 15089655808 |  4866342912 |        8192 | 10223304704 | 14 GB      | 4641 MB    | 8192 bytes | 9750 MB
 36320 | lite               | observations_2002_land_0         |  4.94527e+07 | 15948914688 |  5141889024 |        8192 | 10807017472 | 15 GB      | 4904 MB    | 8192 bytes | 10 GB
 36364 | lite               | observations_2003_land_0         |  5.16975e+07 | 16675348480 |  5375295488 |        8192 | 11300044800 | 16 GB      | 5126 MB    | 8192 bytes | 11 GB
 36408 | lite               | observations_2004_land_0         |  5.30425e+07 | 17111678976 |  5515132928 |        8192 | 11596537856 | 16 GB      | 5260 MB    | 8192 bytes | 11 GB
 36452 | lite               | observations_2005_land_0         |  5.88194e+07 | 18977193984 |  6115770368 |        8192 | 12861415424 | 18 GB      | 5832 MB    | 8192 bytes | 12 GB
 36496 | lite               | observations_2006_land_0         |  6.24793e+07 | 20152983552 |  6496337920 |        8192 | 13656637440 | 19 GB      | 6195 MB    | 8192 bytes | 13 GB
 36540 | lite               | observations_2007_land_0         |   6.3936e+07 | 20626350080 |  6647791616 |        8192 | 13978550272 | 19 GB      | 6340 MB    | 8192 bytes | 13 GB
 36584 | lite               | observations_2008_land_0         |  6.75268e+07 | 21804417024 |  7021133824 |        8192 | 14783275008 | 20 GB      | 6696 MB    | 8192 bytes | 14 GB
 36628 | lite               | observations_2009_land_0         |   6.9136e+07 | 22326624256 |  7188463616 |        8192 | 15138152448 | 21 GB      | 6855 MB    | 8192 bytes | 14 GB
 36672 | lite               | observations_2010_land_0         |  7.12482e+07 | 23095984128 |  7428481024 |        8192 | 15667494912 | 22 GB      | 7084 MB    | 8192 bytes | 15 GB
 36716 | lite               | observations_2011_land_0         |  7.22478e+07 | 23369416704 |  7522672640 |        8192 | 15846735872 | 22 GB      | 7174 MB    | 8192 bytes | 15 GB
 36760 | lite               | observations_2012_land_0         |  7.47028e+07 | 24161132544 |  7777976320 |        8192 | 16383148032 | 23 GB      | 7418 MB    | 8192 bytes | 15 GB
